graph_order,acronym,name,DHBA_name,DHBA_acronym,DHBA_id,color_hex_triplet,uDHBA_id,r,g,b,a,vis,msh,acronym
209,A29,"granular subdivuision of retrosplenial cortex (area 29, RSg)",area 29 of retrosplenial cortex,A29,DHBA:10325,#CBB7A8,703,170,255,195,1,1,1,A29
210,A29l,lateral subdivision of area 29,,,DHBA:AA30052,,704,70,240,240,1,1,1,A29l
211,A29m,medial subdivision of area 29,,,DHBA:AA30053,,705,128,0,0,1,1,1,A29m
212,A30,"agranular subdivuision of retrosplenial cortex (area 30, RSag)",area 30 of retrosplenial cortex,A30,DHBA:10326,#CBB7A8,706,240,50,230,1,1,1,A30
213,NCxL,lamination of neocortex,,,DHBA:AA30054,,707,128,0,0,1,1,1,NCxL
214,L1,layer 1 (molecular layer) of NCx,,,DHBA:AA30055,,708,240,50,230,1,1,1,L1
215,L2-3,layers L2-3 (supragranular cell layers) of NCx,,,DHBA:AA30056,,709,0,128,128,1,1,1,L2-3
216,L2,layer 2 (outer granular cell layer) of NCx,,,DHBA:AA30057,,710,128,128,0,1,1,1,L2
217,L3,layer 3 (outer pyramidal cell layer) of NCx,,,DHBA:AA30058,,711,0,130,200,1,1,1,L3
218,L3a,layer 3a of NCx (superfical part of layer 3),,,DHBA:AA30059,,712,128,0,0,1,1,1,L3a
219,L3b,layer 3b of NCx (deep part of layer 3),,,DHBA:AA30060,,713,128,128,128,1,1,1,L3b
220,L3u,unique layer 3 of primary visual cortex in primates,,,DHBA:AA30061,,714,255,250,200,1,1,1,L3u
221,L3b2,layer 3b2 of NCx (Brodmann's IVA),,,DHBA:AA30062,,715,255,215,180,1,1,1,L3b2
222,L3c,layer 3c of NCx  (Brodmann's IVB),,,DHBA:AA30063,,716,245,130,48,1,1,1,L3c
223,L4,"layer 4 (granular cell layer, inner granular cell layer) of NCx",,,DHBA:AA30064,,717,0,0,128,1,1,1,L4
224,L4a,layer 4a of NCx (superfical part of layer 4; Brodmann's IVCa) ,,,DHBA:AA30065,,718,70,240,240,1,1,1,L4a
225,L4b,layer 4b of NCx (deep part of layer 4; Brodmann's IVCb),,,DHBA:AA30066,,719,70,240,240,1,1,1,L4b
226,L5-6,layers L5-6 (infragranular cell layers) of NCx,,,DHBA:AA30067,,720,170,110,40,1,1,1,L5-6
227,L5,layer 5 (inner pyramidal cell layer) of NCx,,,DHBA:AA30068,,721,60,180,75,1,1,1,L5
228,L5a,layer 5a of NCx (superfical part of layer 5),,,DHBA:AA30069,,722,210,245,60,1,1,1,L5a
229,L5b,layer 5b of NCx (deep part of layer 5),,,DHBA:AA30070,,723,240,50,230,1,1,1,L5b
230,L6,layer 6 (polymorphic cell layer) of NCx,,,DHBA:AA30071,,724,240,50,230,1,1,1,L6
231,L6a,layer 6a of NCx (superfical part of layer 6),,,DHBA:AA30072,,725,60,180,75,1,1,1,L6a
232,L6b,layer 6b of NCx (deep part of layer 6),,,DHBA:AA30073,,726,128,128,128,1,1,1,L6b
233,L7,layer 7 (subplate-derived cell layer) of NCx,,,DHBA:AA30074,,727,0,0,128,1,1,1,L7
234,NCxDe,developing transient structures of neocortex,,,DHBA:AA30075,,728,230,25,75,1,1,1,NCxDe
235,SG,subpial granular zone of neocortex,subpial granular zone,SG,DHBA:11580,#81696B,729,230,25,75,1,1,1,SG
236,MZ,marginal zone of neocortex,marginal zone,MZ,DHBA:10508,#DFCECE,730,230,25,75,1,1,1,MZ
237,CP,cortical plate of neocortex,cortical plate,CP,DHBA:10515,#81696B,731,240,50,230,1,1,1,CP
238,CPo,outer cortical plate of neocortex,,,DHBA:AA30076,,732,250,190,212,1,1,1,CPo
239,CPi,inner cortical plate of neocortex,,,DHBA:AA30077,,733,170,255,195,1,1,1,CPi
240,SP,subplate (zone) of neocortex,subplate zone,SP,DHBA:10522,#DFCECE,734,0,0,128,1,1,1,SP
241,IZ,intermediate zone of neocortex,intermediate zone,IZ,DHBA:10529,#EAE1E2,735,128,128,0,1,1,1,IZ
242,SZ,subventricular zone of neocortex,subventricular zone,SZ,DHBA:10536,#C6B2B1,736,255,250,200,1,1,1,SZ
243,SZof,outer fiber zone of SZ,,,DHBA:AA30078,,737,0,128,128,1,1,1,SZof
244,SZo,outer subventricular zone of neocortex,,,DHBA:AA30079,,738,245,130,48,1,1,1,SZo
245,SZi,inner ventricular zone of neocortex,,,DHBA:AA30080,,739,170,110,40,1,1,1,SZi
246,SZif,inner fiber zone of SZ,,,DHBA:AA30081,,740,230,25,75,1,1,1,SZif
247,VZ,ventricular zone of neocortex,ventricular zone,VZ,DHBA:10542,#81696B,741,210,245,60,1,1,1,VZ
248,VZo,outer ventricular zone of neocortex,,,DHBA:AA30082,,742,70,240,240,1,1,1,VZo
249,VZi,inner ventricular zone of neocortex,,,DHBA:AA30083,,743,210,245,60,1,1,1,VZi
250,NNC,non-neocortex (allocortex and periallocortex),,,DHBA:AA30084,,744,220,190,255,1,1,1,NNC
251,NNCSe,segmentation of non-neocortex,,,DHBA:AA30085,,745,128,128,128,1,1,1,NNCSe
252,HiF,hippocampal formation,hippocampal gyrus (formation),HiF,DHBA:12170,#AA9DC6,59,49,201,149,1,1,1,HiF
253,PArCx,periarchicortex (mesocortex),periarchicortex,PArCx,DHBA:10314,#D2BFB2,746,70,240,240,1,1,1,PArCx
254,ERC,entorhinal cortex,entorhinal cortex,EC,DHBA:10317,#D2BFB2,747,128,128,0,1,1,1,ERC
255,LEC,lateral (rostral) entorhinal cortex,lateral (anterior) entorhinal cortex,LEC,DHBA:10318,#CBB7A8,748,255,225,25,1,1,1,LEC
256,EO,olfactory part of entorhinal cortex,olfactory part of entorhinal cortex,EO,DHBA:11371,#CBB7A8,749,128,128,0,1,1,1,EO
257,ER,rostral part of entorhinal cortex,rostral part of entorhinal cortex,ER,DHBA:11381,#C1A68F,750,128,128,128,1,1,1,ER
258,ELR,laterorostral part of entorhinal cortex,laterorostral part of entorhinal cortex,ELR,DHBA:11391,#CBB7A8,751,220,190,255,1,1,1,ELR
259,IEC,intermediate entorhinal cortex,,,DHBA:AA30086,,753,255,215,180,1,1,1,IEC
260,EMI,medial intermediate part of entorhinal cortex (Brodmann area 34),medial intermediate part of entorhinal cortex,EMI,DHBA:11401,#C1A68F,752,128,128,128,1,1,1,EMI
261,ELI,lateral intermediate part of entorhinal cortex,lateral intermediate part of entorhinal cortex,ELI,DHBA:11412,#CBB7A8,754,0,128,128,1,1,1,ELI
262,MEC,medial (caudal) entorhinal cortex,medial (posterior) entorhinal cortex,MEC,DHBA:10319,#CBB7A8,755,145,30,180,1,1,1,MEC
263,EC,caudal part of entorhinal cortex,entorhinal cortex,EC,DHBA:10317,#D2BFB2,756,255,225,25,1,1,1,EC
264,ECL,caudal limiting part of entorhinal cortex,caudal limiting part of entorhinal cortex,ECL,DHBA:11434,#CBB7A8,757,255,250,200,1,1,1,ECL
265,ELC,laterocaudal part of entorhinal cortex,laterocaudal part of entorhinal cortex,ELC,DHBA:11445,#C1A68F,758,145,30,180,1,1,1,ELC
266,PaS,parasubiculum (parasubicular cortex),parasubicular cortex (parasubiculum),PaS,DHBA:10316,#C4AD9A,759,170,110,40,1,1,1,PaS
267,PaSr,rostral (ventral) parasubiculum,,,DHBA:AA30087,,760,255,225,25,1,1,1,PaSr
268,PaSb,proximal (subdivision b) of PaSr,proximal parasubiculum,PaSb,DHBA:11359,#C4AD9A,761,0,128,128,1,1,1,PaSb
269,PaSa,distal (subdivision a) of PaSr,distal parasubiculum,PaSa,DHBA:11365,#C4AD9A,762,255,215,180,1,1,1,PaSa
270,PaSc,caudal (dorsal) parasubiculum (subdivision b only),,,DHBA:AA30088,,763,220,190,255,1,1,1,PaSc
271,PrS,presubiculum (presubicular cortex),presubicular cortex (presubiculum),PrS,DHBA:10315,#C1A68F,764,145,30,180,1,1,1,PrS
272,PrSr,rostral (ventral) presubiculum,rostral presubiculum,PrSr,DHBA:11341,#C1A68F,765,255,225,25,1,1,1,PrSr
273,PrSc,caudal (dorsal) presubiculum (postsubiculum),caudal presubiculum (postsubiculum),PrSc,DHBA:11350,#C1A68F,766,255,225,25,1,1,1,PrSc
274,ArCx,archicortex,archicortex,ArCx,DHBA:10293,#D1CEE2,767,128,128,0,1,1,1,ArCx
275,SB,subiculum proper (strictly defined subiculum),subiculum,S,DHBA:10302,#9988BB,768,250,190,212,1,1,1,SB
276,SBu,uncal segment of subiculum,uncal subiculum,S-U,DHBA:266441407,#9988BB,769,70,240,240,1,1,1,SBu
277,SBmj,major segment of subiculum,,,DHBA:AA30089,,770,230,25,75,1,1,1,SBmj
278,SBh,head part of subiculum,,,DHBA:AA30090,,771,245,130,48,1,1,1,SBh
279,SBb,body part of subiculum,rostral subiculum,S-R,DHBA:11309,#9988BB,772,128,128,128,1,1,1,SBb
280,SBt,tail part of subiculum,caudal subiculum,S-C,DHBA:11313,#9988BB,773,128,0,0,1,1,1,SBt
281,SBs,supracallosal subiculum,supracallosal subiculum,SuS,DHBA:11325,#7557A1,774,0,128,128,1,1,1,SBs
282,ProS,prosubiculum,prosubiculum,ProS,DHBA:10303,#AA9DC6,775,128,128,128,1,1,1,ProS
283,ProSu,uncal segment of prosubiculum,uncal prosubiculum,ProU,DHBA:266441423,#AA9DC6,776,128,128,128,1,1,1,ProSu
284,ProSmj,major segment of prosubiculum,,,DHBA:AA30091,,777,70,240,240,1,1,1,ProSmj
285,ProSh,head part of prosubiculum,,,DHBA:AA30092,,778,255,225,25,1,1,1,ProSh
286,ProSb,body part of prosubiculum,rostral prosubiculum,ProR,DHBA:11317,#AA9DC6,779,0,0,128,1,1,1,ProSb
287,ProSt,tail part of prosubiculum,caudal prosubiculum,ProC,DHBA:11321,#AA9DC6,780,70,240,240,1,1,1,ProSt
288,Hip,hippocampus,,,DHBA:AA30093,,781,230,25,75,1,1,1,Hip
289,CA,hippocampal proper (Cornu Ammonis),hippocampal proper,Hipp,DHBA:10296,#AA9DC6,782,170,110,40,1,1,1,CA
290,CA1,CA1 region of hippocampus,CA1 region of Hipp,CA1,DHBA:10297,#AA9DC6,783,170,255,195,1,1,1,CA1
291,CA1rv,rostral (ventral) segment of CA1,uncal CA1,CA1U,DHBA:266441267,#AA9DC6,784,240,50,230,1,1,1,CA1rv
292,CA1v,vertical part of CA1,,,DHBA:AA30094,,785,245,130,48,1,1,1,CA1v
293,CA1u,uncal part of CA1,,,DHBA:AA30095,,786,60,180,75,1,1,1,CA1u
294,CA1mj,major segment of CA1,,,DHBA:AA30096,,787,145,30,180,1,1,1,CA1mj
295,CA1h,head part of CA1,,,DHBA:AA30097,,788,230,25,75,1,1,1,CA1h
296,CA1b,body part of CA1,rostral CA1,CA1R,DHBA:11275,#AA9DC6,789,250,190,212,1,1,1,CA1b
297,CA1t,tail part of CA1,caudal CA1,CA1C,DHBA:11280,#AA9DC6,790,0,0,128,1,1,1,CA1t
298,CA2,CA2 region of hippocampus,CA2 region of Hipp,CA2,DHBA:10298,#9988BB,791,230,25,75,1,1,1,CA2
299,CA2rv,rostral (ventral) segment of CA2,uncal CA2,CA2U,DHBA:266441311,#9988BB,792,210,245,60,1,1,1,CA2rv
300,CA2v,vertical part of CA2,,,DHBA:AA30098,,793,170,255,195,1,1,1,CA2v
301,CA2u,uncal part of CA2,,,DHBA:AA30099,,794,255,215,180,1,1,1,CA2u
302,CA2mj,major segment of CA2,,,DHBA:AA30100,,795,240,50,230,1,1,1,CA2mj
303,CA2h,head part of CA2,,,DHBA:AA30101,,796,170,255,195,1,1,1,CA2h
304,CA2b,body part of CA2,rostral CA2,CA2R,DHBA:11285,#9988BB,797,0,128,128,1,1,1,CA2b
305,CA2t,tail part of CA2,caudal CA2,CA2C,DHBA:11290,#9988BB,798,210,245,60,1,1,1,CA2t
306,CA3,CA3 region of hippocampus,CA3 region of Hipp,CA3,DHBA:10299,#9988BB,799,255,225,25,1,1,1,CA3
307,CA3rv,rostral (ventral) segment of CA3,uncal CA3,CA3U,DHBA:266441355,#9988BB,800,210,245,60,1,1,1,CA3rv
308,CA3v,vertical part of CA3,,,DHBA:AA30102,,801,220,190,255,1,1,1,CA3v
309,CA3u,uncal part of CA3,,,DHBA:AA30103,,802,145,30,180,1,1,1,CA3u
310,CA3mj,major segment of CA3,,,DHBA:AA30104,,803,0,0,128,1,1,1,CA3mj
311,CA3h,head part of CA3,,,DHBA:AA30105,,804,245,130,48,1,1,1,CA3h
312,CA3b,body part of CA3,rostral CA3,CA3R,DHBA:11295,#9988BB,805,255,250,200,1,1,1,CA3b
313,CA3t,tail part of CA3,caudal CA3,CA3C,DHBA:11301,#8A7AB1,806,170,255,195,1,1,1,CA3t
314,CA4,CA4 region of hippocampus,CA4 region of Hipp,CA4,DHBA:10300,#AA9DC6,807,170,255,195,1,1,1,CA4
315,CA4rv,rostral (ventral) segment of CA4,,,DHBA:AA30106,,808,128,0,0,1,1,1,CA4rv
316,CA4mj,major segment of CA4,,,DHBA:AA30107,,809,60,180,75,1,1,1,CA4mj
317,CA4h,head part of CA4,,,DHBA:AA30108,,810,0,0,128,1,1,1,CA4h
318,CA4b,body part of CA4,,,DHBA:AA30109,,811,255,250,200,1,1,1,CA4b
319,CA4t,tail part of CA4,,,DHBA:AA30110,,812,240,50,230,1,1,1,CA4t
320,CAx,remnant of hippocampal proper,,,DHBA:AA30111,,813,245,130,48,1,1,1,CAx
321,IG,indusium griseum,indusium griseum,IG,DHBA:10304,#806BAA,814,250,190,212,1,1,1,IG
322,FC,fasciola cinereum ,,,DHBA:AA30112,,815,210,245,60,1,1,1,FC
323,DG,dentate gyrus,dentate area (dentate gyrus),DG,DHBA:10295,#8A7AB1,816,70,240,240,1,1,1,DG
324,DGrv,rostral (ventral) segment of dentate gyrus,uncal dentate gyrus,DGU,DHBA:266441247,#8A7AB1,817,245,130,48,1,1,1,DGrv
325,DGv,vertical part of DG,,,DHBA:AA30113,,818,145,30,180,1,1,1,DGv
326,DGu,uncal part of DG,,,DHBA:AA30114,,819,0,128,128,1,1,1,DGu
327,DGmj,major segment of dentate gyrus,,,DHBA:AA30115,,820,245,130,48,1,1,1,DGmj
328,DGh,head part of DG,,,DHBA:AA30116,,821,255,225,25,1,1,1,DGh
329,DGb,body part of DG,rostral dentate gyrus,DGR,DHBA:11265,#8A7AB1,822,255,215,180,1,1,1,DGb
330,DGt,tail part of DG,caudal dentate gyrus,DGC,DHBA:11270,#8A7AB1,823,245,130,48,1,1,1,DGt
331,OlfC,olfaction-related cortex,,,DHBA:AA30117,,824,60,180,75,1,1,1,OlfC
332,PPalC,peripaleocortex,peripaleocortex,PPCx,DHBA:10327,#CBB7A8,87,210,245,60,1,1,1,PPalC
333,Pir,piriform cortex,piriform cortex,Pir,DHBA:10311,#AA9DC6,95,78,209,40,1,1,1,Pir
334,PEA,piriform-entorhinal-amygdaloid area,piriform-entorhinal-amygdaloid area,PEA,DHBA:10312,#8A7AB1,825,220,190,255,1,1,1,PEA
335,TI,agranular temporal insular cortex (area TI),temporal agranular insular cortex (area TI),TI,DHBA:10330,#B5967F,90,6,164,248,1,1,1,TI
336,PalC,paleocortex (semicortex),paleocortex (semicortex),PalCx,DHBA:10306,#BFB5D5,91,255,250,200,1,1,1,PalC
337,OB,olfactory bulb,olfactory bulb,OB,DHBA:10307,#D1CEE2,92,120,50,36,1,1,1,OB
338,AOB,accessory olfactory bulb,,,DHBA:AA30118,,826,170,255,195,1,1,1,AOB
339,AON,anterior olfactory nuclear complex,anterior olfactory nucleus,AON,DHBA:10308,#AA9DC6,93,251,160,197,1,1,1,AON
340,AONm,medial subdivision of anterior olfactory nucleus,,,DHBA:AA30119,,827,250,190,212,1,1,1,AONm
341,AONl,lateral subdivision of anterior olfactory nucleus,,,DHBA:AA30120,,828,128,0,0,1,1,1,AONl
342,AONc,caudal subdivision of anterior olfactory nucleus,,,DHBA:AA30121,,829,70,240,240,1,1,1,AONc
343,AONe,external subdivision of anterior olfactory nucleus,,,DHBA:AA30122,,830,70,240,240,1,1,1,AONe
344,TT,taenia tecta,taenia tectum,TT,DHBA:10305,#7557A1,831,240,50,230,1,1,1,TT
345,TTd,dorsal division of taenia tecta,,,DHBA:AA30123,,832,255,215,180,1,1,1,TTd
346,TTv,ventral division of taenia tecta,,,DHBA:AA30124,,833,170,255,195,1,1,1,TTv
347,LOA,lateral olfactory area,lateral olfactory area,LOA,DHBA:146034694,#8A7AB1,94,100,4,138,1,1,1,LOA
348,LOAlc,lightly-stained cell islands of lateral olfactory area  ,lightly-stained cell islands of lateral olfactory area  ,LOAlc,DHBA:266441439,#AB9EC7,834,145,30,180,1,1,1,LOAlc
349,LOAdc,darkly-stained cell islands of lateral olfactory area,darkly-stained cell islands of lateral olfactory area,LOAdc,DHBA:266441443,#715398,835,255,225,25,1,1,1,LOAdc
350,NNCL,lamination of non-neocortex,,,DHBA:AA30125,,836,128,0,0,1,1,1,NNCL
351,ERCl,lamination of entorhinal cortex,,,DHBA:AA30126,,837,255,250,200,1,1,1,ERCl
352,ERC1,layer 1 (molecular layer) of ERC ,,,DHBA:AA30127,,838,255,250,200,1,1,1,ERC1
353,ERC2,layer 2 (stellate cell layer) of ERC ,,,DHBA:AA30128,,839,0,130,200,1,1,1,ERC2
354,ERC3,layer 3 (outer pyramidal cell layer) of ERC ,,,DHBA:AA30129,,840,250,190,212,1,1,1,ERC3
355,ERC3a,layer 3a (superficial part) of ERC3,,,DHBA:AA30130,,841,210,245,60,1,1,1,ERC3a
356,ERC3b,layer 3b (deep part) of ERC3 ,,,DHBA:AA30131,,842,240,50,230,1,1,1,ERC3b
357,ERC4,layer 4 (lamina dessicans) of ERC (ld) ,,,DHBA:AA30132,,843,170,110,40,1,1,1,ERC4
358,ERC5,layer 5 (inner pyramidal cell layer) of ERC ,,,DHBA:AA30133,,844,255,215,180,1,1,1,ERC5
359,ERC6,layer 6 (polymorphic cell layer) of ERC ,,,DHBA:AA30134,,845,255,215,180,1,1,1,ERC6
360,ERC6a,layer 6a (superficial part) of ERC6 ,,,DHBA:AA30135,,846,128,128,128,1,1,1,ERC6a
361,ERC6b,layer 6b (deep part) of ERC6 ,,,DHBA:AA30136,,847,255,225,25,1,1,1,ERC6b
362,ERC7,layer 7 (subplate-derived cell layer) of ERC ,,,DHBA:AA30137,,848,60,180,75,1,1,1,ERC7
363,PSL,lamination of presubiculum and parasubiculum,,,DHBA:AA30138,,849,255,215,180,1,1,1,PSL
364,PS1,molecular layer of presubiculum and parasubiculum,,,DHBA:AA30139,,850,145,30,180,1,1,1,PS1
365,PSpr,principal cell layer of presubiculum and parasubiculum,,,DHBA:AA30140,,851,170,255,195,1,1,1,PSpr
366,PS2-3,superior principal cell layer of presubiculum and parasubiculum,,,DHBA:AA30141,,852,170,255,195,1,1,1,PS2-3
367,PS5,deep principal cell layer of presubiculum and parasubiculum,,,DHBA:AA30142,,853,128,128,128,1,1,1,PS5
368,PS6,polymorphic cell layer of presubiculum and parasubiculum,,,DHBA:AA30143,,854,220,190,255,1,1,1,PS6
369,PS7,subplate-derived cell layer of presubiculum and parasubiculum,,,DHBA:AA30144,,855,230,25,75,1,1,1,PS7
370,SBL,lamination of subiculum and prosubiculum,,,DHBA:AA30145,,856,170,255,195,1,1,1,SBL
371,SB1,molecular layer of subiculum and prosubiculum,,,DHBA:AA30146,,857,0,0,128,1,1,1,SB1
372,SBpy,pyramidal cell layer of subiculum and prosubiculum,,,DHBA:AA30147,,858,255,250,200,1,1,1,SBpy
373,SBpo,polymorphic cell layer of subiculum and prosubiculum,,,DHBA:AA30148,,859,220,190,255,1,1,1,SBpo
374,SB7,subplate-derived cell layer of subiculum and prosubiculum,,,DHBA:AA30149,,860,0,128,128,1,1,1,SB7
375,CAL,lamination of hippocampal proper,,,DHBA:AA30150,,861,250,190,212,1,1,1,CAL
376,CAml,stratum moleculare-lacunosum of CA,,,DHBA:AA30151,,862,0,128,128,1,1,1,CAml
377,CAm,stratum moleculare of CA,,,DHBA:AA30152,,863,230,25,75,1,1,1,CAm
378,CAl,stratum lacunosum of CA,,,DHBA:AA30153,,864,255,225,25,1,1,1,CAl
379,CAra,stratum radiatum of CA,,,DHBA:AA30154,,865,128,128,128,1,1,1,CAra
380,CAlu,stratum lucidum of CA,,,DHBA:AA30155,,866,0,128,128,1,1,1,CAlu
381,CApy,stratum pyramidale of CA,,,DHBA:AA30156,,867,255,225,25,1,1,1,CApy
382,CAor,stratum oriens of CA,,,DHBA:AA30157,,868,255,250,200,1,1,1,CAor
383,DGL,lamination of dentate gyrus,,,DHBA:AA30158,,869,240,50,230,1,1,1,DGL
384,DGmo,molecular layer of DG,,,DHBA:AA30159,,870,245,130,48,1,1,1,DGmo
385,DGgr,granular layer of DG,,,DHBA:AA30160,,871,230,25,75,1,1,1,DGgr
386,DGsg,subgranular zone of DG,,,DHBA:AA30161,,872,210,245,60,1,1,1,DGsg
387,DGpo,polymorphic layer of DG,,,DHBA:AA30162,,873,250,190,212,1,1,1,DGpo
388,PPalL,lamination of peripaleocortex,,,DHBA:AA30163,,874,255,225,25,1,1,1,PPalL
389,Palmo,molecular layer of paleocortex,,,DHBA:AA30164,,875,0,0,128,1,1,1,Palmo
390,Palpr,principal cell layer of paleocortex,,,DHBA:AA30165,,876,250,190,212,1,1,1,Palpr
391,Palpo,polymorphic cell layer of paleocortex,,,DHBA:AA30166,,877,128,128,128,1,1,1,Palpo
392,Pal7,subplate-derived cell layer of subicular complex,,,DHBA:AA30167,,878,210,245,60,1,1,1,Pal7
393,OBL,lamination of olfactory bulb,,,DHBA:AA30168,,879,128,0,0,1,1,1,OBL
394,OBon,olfactory nerve layer of olfactory bulb,,,DHBA:AA30169,,880,128,128,0,1,1,1,OBon
395,OBgl,glomerular layer of olfactory bulb,,,DHBA:AA30170,,881,0,128,128,1,1,1,OBgl
396,OBep,external plexiform layer of olfactory bulb,,,DHBA:AA30171,,882,220,190,255,1,1,1,OBep
397,OBmi,mitral cell layer of olfactory bulb,,,DHBA:AA30172,,883,255,225,25,1,1,1,OBmi
398,OBip,internal plexiform layer of olfactory bulb,,,DHBA:AA30173,,884,60,180,75,1,1,1,OBip
399,OBgr,granular cell layer of olfactory bulb,,,DHBA:AA30174,,885,250,190,212,1,1,1,OBgr
400,AOBL,lamination of accessory olfactory bulb,,,DHBA:AA30175,,886,255,250,200,1,1,1,AOBL
401,AOBgl,glomerular layer of accessory olfactory bulb,,,DHBA:AA30176,,887,255,225,25,1,1,1,AOBgl
402,AOBep,external plexiform layer of accessory olfactory bulb,,,DHBA:AA30177,,888,128,128,0,1,1,1,AOBep
403,AOBmi,mitral cell layer of accessory olfactory bulb,,,DHBA:AA30178,,889,250,190,212,1,1,1,AOBmi
404,AOBgr,granular cell layer of accessory olfactory bulb,,,DHBA:AA30179,,890,255,250,200,1,1,1,AOBgr
405,NNCDe, developing transient structures of non-neocortex,,,DHBA:AA30180,,891,70,240,240,1,1,1,NNCDe
406,SGnn,subpial granular zone of non-neocortex,,,DHBA:AA30181,,892,245,130,48,1,1,1,SGnn
407,MZnn,marginal zone of non-neocortex,,,DHBA:AA30182,,893,0,0,128,1,1,1,MZnn
408,CPnn,cortical plate of non-neocortex,,,DHBA:AA30183,,894,220,190,255,1,1,1,CPnn
409,SPnn,subplate (zone) of non-neocortex,,,DHBA:AA30184,,895,0,128,128,1,1,1,SPnn
410,IZnn,intermediate zone of non-neocortex,,,DHBA:AA30185,,896,128,128,128,1,1,1,IZnn
411,SZnn,subventricular zone of non-neocortex,,,DHBA:AA30186,,897,255,225,25,1,1,1,SZnn
412,SZinn,inner subventricular zone of non-neocortex,,,DHBA:AA30187,,898,230,25,75,1,1,1,SZinn
413,VZnn,ventricular zone of non-neocortex,,,DHBA:AA30188,,899,255,225,25,1,1,1,VZnn
414,RMS,rostral migratory stream,rostral migratory stream,RMS,DHBA:10556,#A78D8D,900,128,128,0,1,1,1,RMS
415,RMSv,vertical portion of rostral migratory stream,vertical portion of rostral migratory stream,RMSv,DHBA:13198,#937B7C,901,255,225,25,1,1,1,RMSv
416,RMSvv,VZ part of RMSv,VZ part of RMSv,RMSvv,DHBA:13315,#81696B,902,170,110,40,1,1,1,RMSvv
417,RMSvg,GE part of RMSv,GE part of RMSv,RMSvg,DHBA:13316,#81696B,903,0,128,128,1,1,1,RMSvg
418,RMSvs,SZ part of RMSv,SZ part of RMSv,RMSvs,DHBA:13317,#81696B,904,255,250,200,1,1,1,RMSvs
419,RMSh,horizontal portion of rostral migratory stream,horizontal portion of rostral migratory stream,RMSh,DHBA:13199,#8C7373,905,255,215,180,1,1,1,RMSh
420,RMShv,VZ part of RMSh,VZ part of RMSh,RMShv,DHBA:13318,#775F5F,906,210,245,60,1,1,1,RMShv
421,RMShg,GE part of RMSh,GE part of RMSh,RMShg,DHBA:13319,#775F5F,907,250,190,212,1,1,1,RMShg
422,RMShs,SZ part of RMSh,SZ part of RMSh,RMShs,DHBA:13320,#775F5F,908,0,130,200,1,1,1,RMShs
423,DNS,dentate neuroepithelial stem cell zone,,,DHBA:AA30189,,909,128,128,0,1,1,1,DNS
424,DHTC,dentatohippocampal transient cell zone,dentatohippocampal transient cell zone,DHTC,DHBA:13075,#C6B2B1,910,128,0,0,1,1,1,DHTC
